canton,mes,anio,produccion,area,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_PAR_TOT,CLRSKY_SFC_SW_DWN,GWETPROF,GWETROOT,GWETTOP,IMERG_PRECTOT,PRECTOTCORR_SUM,RH2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,WS10M,WS2M
OREAMUNO,mayo,2022,9.869999999999996,247.052736,15.32,12.04,26.04,0.81,0.83,0.85,-999.0,266.35,90.6,21.11,19.21,20.16,27.06,16.22,0.68,0.15
OREAMUNO,junio,2022,5.599999999999999,151.40472,14.87,11.97,25.82,0.93,0.94,0.93,-999.0,478.87,92.94,20.24,18.82,19.53,26.71,15.3,0.71,0.15
OREAMUNO,julio,2022,18.48,482.6032,14.79,11.94,25.84,0.96,0.97,0.95,-999.0,230.37,92.15,20.62,19.04,19.84,25.66,16.29,1.0,0.12
OREAMUNO,agosto,2022,48.62,1133.52,15.89,12.09,26.21,0.93,0.95,0.92,-999.0,190.57,89.93,20.49,18.48,19.48,26.22,15.27,0.83,0.15
OREAMUNO,septiembre,2022,53.55,1258.02,15.73,11.98,25.95,0.95,0.97,0.94,-999.0,325.22,91.01,20.74,18.95,19.84,26.33,16.89,0.62,0.15
OREAMUNO,octubre,2022,49.28,1306.92,14.53,11.5,24.85,0.97,0.98,0.95,-999.0,282.13,91.46,20.49,18.8,19.65,25.53,16.11,0.79,0.15
OREAMUNO,noviembre,2022,42.46,975.43,12.72,10.65,22.93,0.96,0.98,0.95,-999.0,341.96,92.97,20.09,18.67,19.38,25.67,15.34,0.75,0.14
OREAMUNO,diciembre,2022,147.0,3997.98,15.11,10.19,22.34,0.92,0.94,0.91,-999.0,104.96,90.88,19.42,17.6,18.51,24.12,15.47,1.44,0.16
EL GUARCO,enero,2022,2.1,58.374,18.93,10.64,23.72,0.79,0.78,0.81,-999.0,29.59,80.1,20.42,16.6,18.51,25.44,16.36,1.16,0.47
EL GUARCO,febrero,2022,4.73,115.98,19.48,11.52,25.69,0.66,0.66,0.66,-999.0,38.11,72.45,20.97,15.22,18.1,27.53,14.79,1.36,0.48
EL GUARCO,marzo,2022,3.68,95.86,20.52,12.14,27.02,0.66,0.66,0.68,-999.0,168.41,75.01,21.9,16.67,19.28,28.52,16.06,1.04,0.47
EL GUARCO,abril,2022,1.0499999999999998,28.9968,16.19,12.13,26.56,0.7,0.71,0.76,-999.0,248.76,83.35,21.96,18.6,20.28,28.13,18.56,0.86,0.46
EL GUARCO,mayo,2022,0.875,25.89,15.32,12.04,26.04,0.83,0.84,0.88,-999.0,284.98,90.26,21.72,19.8,20.76,26.78,18.53,0.86,0.5
EL GUARCO,junio,2022,1.7499999999999998,44.73792,14.87,11.97,25.82,0.93,0.94,0.94,-999.0,408.88,91.85,20.69,19.13,19.91,25.89,17.56,1.08,0.54
EL GUARCO,julio,2022,1.75,40.58832,14.79,11.94,25.84,0.97,0.98,0.95,-999.0,293.88,89.48,21.3,19.28,20.29,26.1,17.34,0.81,0.45
EL GUARCO,agosto,2022,1.4,30.64656,15.89,12.09,26.21,0.96,0.97,0.94,-999.0,244.13,88.76,21.21,19.01,20.11,26.3,17.44,0.83,0.47
EL GUARCO,septiembre,2022,9.07,161.46,15.73,11.98,25.95,0.97,0.98,0.96,-999.0,337.4,90.85,21.2,19.42,20.31,26.87,18.42,1.02,0.53
EL GUARCO,octubre,2022,4.38,88.6,14.53,11.5,24.85,0.98,0.99,0.96,-999.0,353.49,91.6,20.99,19.35,20.17,25.89,17.87,0.91,0.51
EL GUARCO,noviembre,2022,7.79,160.32,12.72,10.65,22.93,0.97,0.98,0.95,-999.0,283.5,91.36,20.69,19.02,19.86,25.92,17.18,0.95,0.5
EL GUARCO,diciembre,2022,2.905,72.326304,15.11,10.19,22.34,0.92,0.93,0.91,-999.0,102.79,83.98,20.65,17.62,19.13,25.04,16.59,0.93,0.4
CARTAGO,enero,2022,65.10000000000001,1560.1589999999997,18.93,10.64,23.72,0.77,0.78,0.78,-999.0,43.42,87.92,18.99,16.58,17.79,24.56,15.2,1.47,0.18
CARTAGO,febrero,2022,59.185,1456.8659999999993,19.48,11.52,25.69,0.67,0.67,0.67,-999.0,46.31,84.07,19.11,15.82,17.46,24.92,12.54,1.62,0.17
CARTAGO,marzo,2022,21.805,514.434,20.52,12.14,27.02,0.69,0.69,0.71,-999.0,222.83,84.93,20.12,16.93,18.52,27.35,14.26,1.41,0.14
CARTAGO,abril,2022,9.45,230.862,16.19,12.13,26.56,0.72,0.73,0.75,-999.0,247.76,87.36,20.8,18.18,19.49,27.35,15.8,1.09,0.15
CARTAGO,mayo,2022,2.625,55.9224,15.32,12.04,26.04,0.81,0.83,0.85,-999.0,266.35,90.6,21.11,19.21,20.16,27.06,16.22,0.68,0.15
CARTAGO,junio,2022,3.3249999999999997,72.90624,14.87,11.97,25.82,0.93,0.94,0.93,-999.0,478.87,92.94,20.24,18.82,19.53,26.71,15.3,0.71,0.15
CARTAGO,julio,2022,24.645000000000003,568.9631999999999,14.79,11.94,25.84,0.96,0.97,0.95,-999.0,230.37,92.15,20.62,19.04,19.84,25.66,16.29,1.0,0.12
CARTAGO,agosto,2022,45.89,1090.06,15.89,12.09,26.21,0.93,0.95,0.92,-999.0,190.57,89.93,20.49,18.48,19.48,26.22,15.27,0.83,0.15
CARTAGO,septiembre,2022,35.95,871.26,15.73,11.98,25.95,0.95,0.97,0.94,-999.0,325.22,91.01,20.74,18.95,19.84,26.33,16.89,0.62,0.15
CARTAGO,octubre,2022,26.43,609.82,14.53,11.5,24.85,0.97,0.98,0.95,-999.0,282.13,91.46,20.49,18.8,19.65,25.53,16.11,0.79,0.15
CARTAGO,noviembre,2022,40.92,960.76,12.72,10.65,22.93,0.96,0.98,0.95,-999.0,341.96,92.97,20.09,18.67,19.38,25.67,15.34,0.75,0.14
CARTAGO,diciembre,2022,35.63,881.0699999999999,15.11,10.19,22.34,0.92,0.94,0.91,-999.0,104.96,90.88,19.42,17.6,18.51,24.12,15.47,1.44,0.16
ALVARADO,enero,2022,57.81999999999998,1591.4159999999997,18.93,10.64,23.72,0.77,0.78,0.78,-999.0,43.42,87.92,18.99,16.58,17.79,24.56,15.2,1.47,0.18
ALVARADO,febrero,2022,57.74999999999999,1557.054,19.48,11.52,25.69,0.67,0.67,0.67,-999.0,46.31,84.07,19.11,15.82,17.46,24.92,12.54,1.62,0.17
ALVARADO,marzo,2022,33.495,862.2468,20.52,12.14,27.02,0.69,0.69,0.71,-999.0,222.83,84.93,20.12,16.93,18.52,27.35,14.26,1.41,0.14
ALVARADO,abril,2022,70.73500000000001,1853.52,16.19,12.13,26.56,0.72,0.73,0.75,-999.0,247.76,87.36,20.8,18.18,19.49,27.35,15.8,1.09,0.15
ALVARADO,mayo,2022,92.85500000000005,2526.864,15.32,12.04,26.04,0.81,0.83,0.85,-999.0,266.35,90.6,21.11,19.21,20.16,27.06,16.22,0.68,0.15
ALVARADO,junio,2022,74.49000000000001,2189.96952,14.87,11.97,25.82,0.93,0.94,0.93,-999.0,478.87,92.94,20.24,18.82,19.53,26.71,15.3,0.71,0.15
ALVARADO,julio,2022,55.650000000000006,1922.61104,14.79,11.94,25.84,0.96,0.97,0.95,-999.0,230.37,92.15,20.62,19.04,19.84,25.66,16.29,1.0,0.12
ALVARADO,agosto,2022,40.95,1373.692,15.89,12.09,26.21,0.93,0.95,0.92,-999.0,190.57,89.93,20.49,18.48,19.48,26.22,15.27,0.83,0.15
ALVARADO,septiembre,2022,42.49,1561.19,15.73,11.98,25.95,0.95,0.97,0.94,-999.0,325.22,91.01,20.74,18.95,19.84,26.33,16.89,0.62,0.15
ALVARADO,octubre,2022,39.87,1215.35,14.53,11.5,24.85,0.97,0.98,0.95,-999.0,282.13,91.46,20.49,18.8,19.65,25.53,16.11,0.79,0.15
ALVARADO,noviembre,2022,29.02,826.27,12.72,10.65,22.93,0.96,0.98,0.95,-999.0,341.96,92.97,20.09,18.67,19.38,25.67,15.34,0.75,0.14
ALVARADO,diciembre,2022,58.17,1688.85648,15.11,10.19,22.34,0.92,0.94,0.91,-999.0,104.96,90.88,19.42,17.6,18.51,24.12,15.47,1.44,0.16
TURRIALBA,enero,2023,43.39999999999999,1196.32512,16.67,10.49,23.08,0.83,0.84,0.84,-999.0,80.76,90.2,19.22,17.27,18.24,23.81,14.71,1.51,0.16
TURRIALBA,febrero,2023,27.3,806.11104,18.49,11.44,25.38,0.74,0.74,0.76,-999.0,87.3,88.15,19.29,16.93,18.11,25.5,13.53,1.86,0.16
TURRIALBA,marzo,2023,8.02,242.12488,17.7,11.86,26.21,0.71,0.72,0.73,-999.0,151.59,87.55,19.78,17.24,18.51,26.88,15.29,1.29,0.16
TURRIALBA,abril,2023,21.14,625.5024000000001,18.51,12.13,26.81,0.69,0.69,0.7,-999.0,102.28,83.38,20.89,17.39,19.14,29.09,14.76,1.19,0.16
TURRIALBA,mayo,2023,39.06,1155.7296,17.89,12.05,26.23,0.68,0.69,0.71,-999.0,231.09,85.51,21.93,18.95,20.44,28.39,16.99,1.06,0.14
TURRIALBA,junio,2023,31.5,932.0399999999998,16.5,11.88,25.63,0.83,0.84,0.86,-999.0,291.24,90.52,21.64,19.73,20.68,27.36,15.81,0.77,0.13
TURRIALBA,julio,2023,55.895,1653.8508,15.3,11.87,25.68,0.91,0.92,0.91,-999.0,293.25,91.8,21.23,19.55,20.39,26.35,16.89,0.95,0.12
TURRIALBA,agosto,2023,32.69,960.6225599999998,15.38,12.17,26.31,0.93,0.95,0.92,-999.0,232.04,90.84,21.4,19.55,20.47,27.28,17.24,0.85,0.12
TURRIALBA,septiembre,2023,60.55,1784.96016,16.52,12.01,26.07,0.92,0.93,0.91,-999.0,177.24,88.68,21.45,19.12,20.28,26.95,15.9,0.83,0.13
TURRIALBA,octubre,2023,15.05,445.308,14.83,11.59,24.85,0.95,0.97,0.94,-999.0,381.46,92.57,21.52,20.04,20.78,26.68,17.48,0.6,0.16
TURRIALBA,noviembre,2023,22.4,662.484,13.44,10.66,22.86,0.97,0.99,0.96,-999.0,294.26,93.77,21.08,19.82,20.45,26.1,16.67,0.82,0.14
TURRIALBA,diciembre,2023,50.74999999999999,1397.2499999999998,15.33,10.16,22.09,0.92,0.94,0.91,-999.0,150.04,91.62,20.66,18.99,19.82,25.7,16.68,1.32,0.16
OREAMUNO,enero,2023,78.50500000000002,2119.2518399999994,16.67,10.49,23.08,0.83,0.84,0.84,-999.0,80.76,90.2,19.22,17.27,18.24,23.81,14.71,1.51,0.16
OREAMUNO,febrero,2023,62.26499999999999,1645.6926720000008,18.49,11.44,25.38,0.74,0.74,0.76,-999.0,87.3,88.15,19.29,16.93,18.11,25.5,13.53,1.86,0.16
OREAMUNO,marzo,2023,73.43,1825.30744,17.7,11.86,26.21,0.71,0.72,0.73,-999.0,151.59,87.55,19.78,17.24,18.51,26.88,15.29,1.29,0.16
OREAMUNO,abril,2023,44.98,1115.5528,18.51,12.13,26.81,0.69,0.69,0.7,-999.0,102.28,83.38,20.89,17.39,19.14,29.09,14.76,1.19,0.16
OREAMUNO,mayo,2023,31.29,765.8469120000002,17.89,12.05,26.23,0.68,0.69,0.71,-999.0,231.09,85.51,21.93,18.95,20.44,28.39,16.99,1.06,0.14
OREAMUNO,junio,2023,55.09,1320.59712,16.5,11.88,25.63,0.83,0.84,0.86,-999.0,291.24,90.52,21.64,19.73,20.68,27.36,15.81,0.77,0.13
OREAMUNO,julio,2023,65.87,1565.8239999999998,15.3,11.87,25.68,0.91,0.92,0.91,-999.0,293.25,91.8,21.23,19.55,20.39,26.35,16.89,0.95,0.12
OREAMUNO,agosto,2023,110.92,2646.91064,15.38,12.17,26.31,0.93,0.95,0.92,-999.0,232.04,90.84,21.4,19.55,20.47,27.28,17.24,0.85,0.12
OREAMUNO,septiembre,2023,75.36,1803.1468,16.52,12.01,26.07,0.92,0.93,0.91,-999.0,177.24,88.68,21.45,19.12,20.28,26.95,15.9,0.83,0.13
OREAMUNO,octubre,2023,114.8,2723.876544,14.83,11.59,24.85,0.95,0.97,0.94,-999.0,381.46,92.57,21.52,20.04,20.78,26.68,17.48,0.6,0.16
OREAMUNO,noviembre,2023,166.63500000000002,3957.63608,13.44,10.66,22.86,0.97,0.99,0.96,-999.0,294.26,93.77,21.08,19.82,20.45,26.1,16.67,0.82,0.14
OREAMUNO,diciembre,2023,69.125,2088.63,15.33,10.16,22.09,0.92,0.94,0.91,-999.0,150.04,91.62,20.66,18.99,19.82,25.7,16.68,1.32,0.16
EL GUARCO,enero,2023,2.8,55.50816,16.67,10.49,23.08,0.82,0.82,0.85,-999.0,90.92,82.85,20.56,17.31,18.94,25.39,15.58,1.15,0.46
EL GUARCO,febrero,2023,0.4899999999999999,10.438848,18.49,11.44,25.38,0.71,0.71,0.72,-999.0,68.62,75.99,21.26,16.45,18.85,27.36,15.01,1.73,0.53
EL GUARCO,marzo,2023,1.988,167.0878464,17.7,11.86,26.21,0.69,0.69,0.72,-999.0,151.94,80.39,21.38,17.39,19.39,28.39,16.43,1.1,0.48
EL GUARCO,abril,2023,0.7,16.5696,18.51,12.13,26.81,0.68,0.68,0.71,-999.0,122.64,78.95,22.3,17.97,20.13,28.72,17.57,1.03,0.47
EL GUARCO,mayo,2023,0.7,10.77024,17.89,12.05,26.23,0.7,0.71,0.76,-999.0,239.53,82.84,22.86,19.42,21.14,29.2,18.71,1.04,0.48
EL GUARCO,junio,2023,1.715,40.264128,16.5,11.88,25.63,0.85,0.86,0.88,-999.0,288.04,88.12,22.34,20.02,21.18,27.67,18.57,0.86,0.46
EL GUARCO,julio,2023,1.75,38.11288,15.3,11.87,25.68,0.92,0.94,0.93,-999.0,376.49,87.1,22.23,19.73,20.98,27.96,18.17,1.0,0.47
EL GUARCO,agosto,2023,3.15,54.92822399999999,15.38,12.17,26.31,0.96,0.97,0.94,-999.0,284.21,87.12,22.34,19.84,21.09,27.44,18.85,0.89,0.44
EL GUARCO,septiembre,2023,4.375,128.82864,16.52,12.01,26.07,0.95,0.97,0.94,-999.0,260.1,85.04,22.4,19.44,20.92,27.37,18.41,0.78,0.42
EL GUARCO,octubre,2023,4.305,89.807232,14.83,11.59,24.85,0.97,0.99,0.96,-999.0,436.91,92.46,21.81,20.35,21.08,26.63,18.59,1.03,0.54
EL GUARCO,noviembre,2023,3.1499999999999995,96.10368,13.44,10.66,22.86,0.98,0.99,0.96,-999.0,293.35,90.91,21.77,20.04,20.91,26.42,18.49,0.91,0.47
EL GUARCO,diciembre,2023,2.24,67.3992,15.33,10.16,22.09,0.91,0.92,0.91,-999.0,127.1,85.7,21.92,19.19,20.56,26.68,17.46,1.06,0.44
CARTAGO,enero,2023,32.31,788.7176,16.67,10.49,23.08,0.83,0.84,0.84,-999.0,80.76,90.2,19.22,17.27,18.24,23.81,14.71,1.51,0.16
CARTAGO,febrero,2023,34.440000000000005,802.1343360000001,18.49,11.44,25.38,0.74,0.74,0.76,-999.0,87.3,88.15,19.29,16.93,18.11,25.5,13.53,1.86,0.16
CARTAGO,marzo,2023,31.745,787.3011839999999,17.7,11.86,26.21,0.71,0.72,0.73,-999.0,151.59,87.55,19.78,17.24,18.51,26.88,15.29,1.29,0.16
CARTAGO,abril,2023,6.999999999999999,159.06816,18.51,12.13,26.81,0.69,0.69,0.7,-999.0,102.28,83.38,20.89,17.39,19.14,29.09,14.76,1.19,0.16
CARTAGO,mayo,2023,4.655,109.525056,17.89,12.05,26.23,0.68,0.69,0.71,-999.0,231.09,85.51,21.93,18.95,20.44,28.39,16.99,1.06,0.14
CARTAGO,junio,2023,2.8,66.2784,16.5,11.88,25.63,0.83,0.84,0.86,-999.0,291.24,90.52,21.64,19.73,20.68,27.36,15.81,0.77,0.13
CARTAGO,julio,2023,15.981000000000002,370.827248,15.3,11.87,25.68,0.91,0.92,0.91,-999.0,293.25,91.8,21.23,19.55,20.39,26.35,16.89,0.95,0.12
CARTAGO,agosto,2023,21.489999999999995,522.35664,15.38,12.17,26.31,0.93,0.95,0.92,-999.0,232.04,90.84,21.4,19.55,20.47,27.28,17.24,0.85,0.12
CARTAGO,septiembre,2023,68.00500000000001,1668.7244159999998,16.52,12.01,26.07,0.92,0.93,0.91,-999.0,177.24,88.68,21.45,19.12,20.28,26.95,15.9,0.83,0.13
CARTAGO,octubre,2023,15.225,371.98752,14.83,11.59,24.85,0.95,0.97,0.94,-999.0,381.46,92.57,21.52,20.04,20.78,26.68,17.48,0.6,0.16
CARTAGO,noviembre,2023,15.05,393.245472,13.44,10.66,22.86,0.97,0.99,0.96,-999.0,294.26,93.77,21.08,19.82,20.45,26.1,16.67,0.82,0.14
CARTAGO,diciembre,2023,47.81,1131.91392,15.33,10.16,22.09,0.92,0.94,0.91,-999.0,150.04,91.62,20.66,18.99,19.82,25.7,16.68,1.32,0.16
ALVARADO,enero,2023,39.06,1027.52232,16.67,10.49,23.08,0.83,0.84,0.84,-999.0,80.76,90.2,19.22,17.27,18.24,23.81,14.71,1.51,0.16
ALVARADO,febrero,2023,27.86,667.092096,18.49,11.44,25.38,0.74,0.74,0.76,-999.0,87.3,88.15,19.29,16.93,18.11,25.5,13.53,1.86,0.16
ALVARADO,marzo,2023,21.175,557.98328,17.7,11.86,26.21,0.71,0.72,0.73,-999.0,151.59,87.55,19.78,17.24,18.51,26.88,15.29,1.29,0.16
ALVARADO,abril,2023,38.5,991.69056,18.51,12.13,26.81,0.69,0.69,0.7,-999.0,102.28,83.38,20.89,17.39,19.14,29.09,14.76,1.19,0.16
ALVARADO,mayo,2023,59.17099999999999,1559.282208,17.89,12.05,26.23,0.68,0.69,0.71,-999.0,231.09,85.51,21.93,18.95,20.44,28.39,16.99,1.06,0.14
ALVARADO,junio,2023,58.415000000000006,1738.2338879999998,16.5,11.88,25.63,0.83,0.84,0.86,-999.0,291.24,90.52,21.64,19.73,20.68,27.36,15.81,0.77,0.13
ALVARADO,julio,2023,28.0,742.73232,15.3,11.87,25.68,0.91,0.92,0.91,-999.0,293.25,91.8,21.23,19.55,20.39,26.35,16.89,0.95,0.12
ALVARADO,agosto,2023,87.696,2823.1001088,15.38,12.17,26.31,0.93,0.95,0.92,-999.0,232.04,90.84,21.4,19.55,20.47,27.28,17.24,0.85,0.12
ALVARADO,septiembre,2023,62.384,1851.1839232,16.52,12.01,26.07,0.92,0.93,0.91,-999.0,177.24,88.68,21.45,19.12,20.28,26.95,15.9,0.83,0.13
ALVARADO,octubre,2023,52.12,1634.5944,14.83,11.59,24.85,0.95,0.97,0.94,-999.0,381.46,92.57,21.52,20.04,20.78,26.68,17.48,0.6,0.16
ALVARADO,noviembre,2023,28.49,942.532896,13.44,10.66,22.86,0.97,0.99,0.96,-999.0,294.26,93.77,21.08,19.82,20.45,26.1,16.67,0.82,0.14
ALVARADO,diciembre,2023,61.88,1826.32504,15.33,10.16,22.09,0.92,0.94,0.91,-999.0,150.04,91.62,20.66,18.99,19.82,25.7,16.68,1.32,0.16
TURRIALBA,enero,2024,33.6,993.6,17.56,10.44,22.93,0.82,0.83,0.83,-999.0,33.88,89.62,20.49,18.46,19.48,25.79,15.93,1.42,0.16
TURRIALBA,febrero,2024,11.55,341.54999999999995,18.13,11.39,25.1,0.73,0.73,0.75,-999.0,117.35,87.47,20.06,17.56,18.81,26.77,13.93,1.4,0.16
TURRIALBA,marzo,2024,11.2,331.2,19.36,11.64,25.93,0.67,0.67,0.67,-999.0,64.52,81.79,21.74,17.86,19.8,30.59,14.21,1.18,0.15
TURRIALBA,abril,2024,11.025,326.025,17.96,11.99,26.47,0.66,0.67,0.68,-999.0,171.48,83.24,21.64,18.02,19.83,29.97,14.95,1.28,0.14
TURRIALBA,mayo,2024,35.77,1057.77,16.66,11.84,25.66,0.73,0.74,0.77,-999.0,785.07,87.56,22.37,19.77,21.07,29.0,16.76,0.82,0.14
TURRIALBA,junio,2024,48.02,1420.0200000000002,15.57,11.89,25.55,0.95,0.97,0.96,-999.0,768.48,92.91,21.82,20.42,21.12,26.71,17.71,0.63,0.14
TURRIALBA,julio,2024,35.595,1052.595,14.86,11.81,25.49,0.98,1.0,0.97,-999.0,539.28,93.1,21.36,19.96,20.66,26.2,16.85,0.93,0.12
TURRIALBA,agosto,2024,41.83,1236.83,15.89,11.92,25.93,0.96,0.98,0.95,-999.0,201.52,90.32,21.32,19.35,20.33,26.39,17.28,0.82,0.13
TURRIALBA,septiembre,2024,33.25,1016.37,14.69,11.7,25.47,0.96,0.98,0.95,-999.0,393.4,91.03,21.56,19.74,20.65,27.05,17.87,0.69,0.15
TURRIALBA,octubre,2024,12.6,393.3,14.92,11.46,24.68,0.98,0.99,0.96,-999.0,384.18,93.06,21.15,19.76,20.45,26.76,17.47,0.81,0.13
TURRIALBA,noviembre,2024,23.975,725.535,12.34,10.62,22.8,0.99,1.0,0.98,-999.0,779.73,94.04,20.64,19.44,20.04,25.46,16.24,0.63,0.14
TURRIALBA,diciembre,2024,,,12.85,10.12,21.99,0.95,0.97,0.94,-999.0,244.65,93.15,20.12,18.73,19.42,24.69,16.22,1.3,0.14
OREAMUNO,enero,2024,106.49799999999996,3128.184,17.56,10.44,22.93,0.82,0.83,0.83,-999.0,33.88,89.62,20.49,18.46,19.48,25.79,15.93,1.42,0.16
OREAMUNO,febrero,2024,78.05,2216.2247999999995,18.13,11.39,25.1,0.73,0.73,0.75,-999.0,117.35,87.47,20.06,17.56,18.81,26.77,13.93,1.4,0.16
OREAMUNO,marzo,2024,76.3,2164.392,19.36,11.64,25.93,0.67,0.67,0.67,-999.0,64.52,81.79,21.74,17.86,19.8,30.59,14.21,1.18,0.15
OREAMUNO,abril,2024,23.24,627.96,17.96,11.99,26.47,0.66,0.67,0.68,-999.0,171.48,83.24,21.64,18.02,19.83,29.97,14.95,1.28,0.14
OREAMUNO,mayo,2024,104.37,2970.288,16.66,11.84,25.66,0.73,0.74,0.77,-999.0,785.07,87.56,22.37,19.77,21.07,29.0,16.76,0.82,0.14
OREAMUNO,junio,2024,66.01,1903.0752,15.57,11.89,25.55,0.95,0.97,0.96,-999.0,768.48,92.91,21.82,20.42,21.12,26.71,17.71,0.63,0.14
OREAMUNO,julio,2024,80.11500000000001,2761.9596,14.86,11.81,25.49,0.98,1.0,0.97,-999.0,539.28,93.1,21.36,19.96,20.66,26.2,16.85,0.93,0.12
OREAMUNO,agosto,2024,64.68,1811.072,15.89,11.92,25.93,0.96,0.98,0.95,-999.0,201.52,90.32,21.32,19.35,20.33,26.39,17.28,0.82,0.13
OREAMUNO,septiembre,2024,97.391,2449.7953200000006,14.69,11.7,25.47,0.96,0.98,0.95,-999.0,393.4,91.03,21.56,19.74,20.65,27.05,17.87,0.69,0.15
OREAMUNO,octubre,2024,95.42400000000004,2288.64168,14.92,11.46,24.68,0.98,0.99,0.96,-999.0,384.18,93.06,21.15,19.76,20.45,26.76,17.47,0.81,0.13
OREAMUNO,noviembre,2024,140.67899999999997,3511.5645600000007,12.34,10.62,22.8,0.99,1.0,0.98,-999.0,779.73,94.04,20.64,19.44,20.04,25.46,16.24,0.63,0.14
OREAMUNO,diciembre,2024,104.86,2609.1108,12.85,10.12,21.99,0.95,0.97,0.94,-999.0,244.65,93.15,20.12,18.73,19.42,24.69,16.22,1.3,0.14
EL GUARCO,enero,2024,1.4,41.4,17.56,10.44,22.93,0.8,0.8,0.82,-999.0,28.73,82.08,21.97,18.53,20.25,26.96,17.53,1.17,0.48
EL GUARCO,febrero,2024,0.175,5.175,18.13,11.39,25.1,0.7,0.69,0.71,-999.0,100.01,78.08,22.12,17.65,19.88,29.02,15.97,1.3,0.49
EL GUARCO,marzo,2024,3.85,93.148,19.36,11.64,25.93,0.66,0.66,0.67,-999.0,87.95,76.49,23.22,18.22,20.72,30.54,15.44,1.03,0.47
EL GUARCO,abril,2024,0.7,16.56,17.96,11.99,26.47,0.68,0.68,0.72,-999.0,225.71,78.99,22.79,18.4,20.6,29.4,16.75,1.12,0.5
EL GUARCO,mayo,2024,3.85,84.04199999999999,16.66,11.84,25.66,0.76,0.76,0.82,-999.0,426.62,87.97,22.96,20.54,21.75,28.64,19.64,0.87,0.5
EL GUARCO,junio,2024,,,15.57,11.89,25.55,0.94,0.96,0.95,-999.0,728.81,92.0,22.07,20.55,21.31,26.9,18.77,1.04,0.53
EL GUARCO,julio,2024,4.9,114.26,14.86,11.81,25.49,0.98,1.0,0.97,-999.0,544.34,90.6,22.05,20.23,21.14,26.61,18.12,0.87,0.45
EL GUARCO,agosto,2024,3.325,97.29,15.89,11.92,25.93,0.97,0.98,0.95,-999.0,259.96,88.49,21.99,19.72,20.86,27.17,18.97,0.8,0.45
EL GUARCO,septiembre,2024,5.775,137.241,14.69,11.7,25.47,0.97,0.98,0.95,-999.0,363.98,90.12,22.05,20.1,21.08,27.01,18.93,0.92,0.49
EL GUARCO,octubre,2024,4.55,102.672,14.92,11.46,24.68,0.98,0.99,0.96,-999.0,421.59,91.42,21.64,20.0,20.82,26.48,18.5,0.99,0.5
EL GUARCO,noviembre,2024,1.0499999999999998,30.429,12.34,10.62,22.8,0.99,1.0,0.98,-999.0,657.99,93.19,20.94,19.64,20.29,25.33,17.98,1.02,0.52
EL GUARCO,diciembre,2024,0.7,20.7,12.85,10.12,21.99,0.95,0.97,0.94,-999.0,243.64,87.58,21.07,18.72,19.89,25.79,17.09,1.0,0.41
CARTAGO,enero,2024,40.94999999999999,1071.1835999999998,17.56,10.44,22.93,0.82,0.83,0.83,-999.0,33.88,89.62,20.49,18.46,19.48,25.79,15.93,1.42,0.16
CARTAGO,febrero,2024,13.859999999999998,362.49840000000006,18.13,11.39,25.1,0.73,0.73,0.75,-999.0,117.35,87.47,20.06,17.56,18.81,26.77,13.93,1.4,0.16
CARTAGO,marzo,2024,16.525,442.976,19.36,11.64,25.93,0.67,0.67,0.67,-999.0,64.52,81.79,21.74,17.86,19.8,30.59,14.21,1.18,0.15
CARTAGO,abril,2024,10.885,269.72099999999995,17.96,11.99,26.47,0.66,0.67,0.68,-999.0,171.48,83.24,21.64,18.02,19.83,29.97,14.95,1.28,0.14
CARTAGO,mayo,2024,5.635,123.372,16.66,11.84,25.66,0.73,0.74,0.77,-999.0,785.07,87.56,22.37,19.77,21.07,29.0,16.76,0.82,0.14
CARTAGO,junio,2024,9.282,255.25584,15.57,11.89,25.55,0.95,0.97,0.96,-999.0,768.48,92.91,21.82,20.42,21.12,26.71,17.71,0.63,0.14
CARTAGO,julio,2024,20.65,473.202,14.86,11.81,25.49,0.98,1.0,0.97,-999.0,539.28,93.1,21.36,19.96,20.66,26.2,16.85,0.93,0.12
CARTAGO,agosto,2024,61.00499999999999,1295.6957999999995,15.89,11.92,25.93,0.96,0.98,0.95,-999.0,201.52,90.32,21.32,19.35,20.33,26.39,17.28,0.82,0.13
CARTAGO,septiembre,2024,28.769999999999992,678.9599999999999,14.69,11.7,25.47,0.96,0.98,0.95,-999.0,393.4,91.03,21.56,19.74,20.65,27.05,17.87,0.69,0.15
CARTAGO,octubre,2024,8.819999999999999,202.86,14.92,11.46,24.68,0.98,0.99,0.96,-999.0,384.18,93.06,21.15,19.76,20.45,26.76,17.47,0.81,0.13
CARTAGO,noviembre,2024,2.975,64.99799999999999,12.34,10.62,22.8,0.99,1.0,0.98,-999.0,779.73,94.04,20.64,19.44,20.04,25.46,16.24,0.63,0.14
CARTAGO,diciembre,2024,3.5,82.8,12.85,10.12,21.99,0.95,0.97,0.94,-999.0,244.65,93.15,20.12,18.73,19.42,24.69,16.22,1.3,0.14
ALVARADO,enero,2024,51.009,1659.312,17.56,10.44,22.93,0.82,0.83,0.83,-999.0,33.88,89.62,20.49,18.46,19.48,25.79,15.93,1.42,0.16
