canton,mes,anio,produccion,area,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_PAR_TOT,CLRSKY_SFC_SW_DWN,GWETPROF,GWETROOT,GWETTOP,IMERG_PRECTOT,PRECTOTCORR_SUM,RH2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,WS10M,WS2M
ALVARADO,julio,2011,135.34,3267.15,14.93,11.99,26.21,0.83,0.85,0.86,-999.0,221.1,90.92,20.43,18.62,19.53,25.88,14.98,0.8,0.13
ALVARADO,agosto,2011,79.88,2419.5,16.52,12.07,26.45,0.86,0.88,0.88,-999.0,209.41,88.92,20.64,18.42,19.53,26.51,16.32,0.77,0.13
ALVARADO,septiembre,2011,48.18,1176.7,15.93,11.98,26.27,0.9,0.91,0.9,-999.0,170.9,90.33,20.58,18.65,19.62,25.56,16.0,0.69,0.16
ALVARADO,octubre,2011,25.39,342.0,12.53,11.52,25.11,0.95,0.97,0.95,-999.0,427.54,93.43,19.9,18.59,19.24,25.68,15.48,0.65,0.13
ALVARADO,noviembre,2011,13.18,176.78,13.08,10.68,23.31,0.95,0.97,0.94,-999.0,210.3,91.93,19.51,17.91,18.71,24.62,15.3,1.06,0.14
ALVARADO,diciembre,2011,45.39,1178.72,12.89,10.23,22.45,0.94,0.96,0.93,-999.0,179.2,92.65,19.13,17.67,18.4,23.87,15.88,1.49,0.14
TURRIALBA,enero,2012,,,17.21,10.57,23.59,0.9,0.91,0.89,-999.0,131.89,89.48,18.66,16.58,17.62,23.34,14.89,1.73,0.15
TURRIALBA,febrero,2012,2.28,14.9,19.37,11.4,25.56,0.77,0.77,0.78,-999.0,39.99,86.77,18.74,16.12,17.43,24.16,13.92,1.62,0.15
TURRIALBA,marzo,2012,,,18.95,12.05,26.97,0.69,0.69,0.7,-999.0,76.3,84.72,19.56,16.48,18.02,26.94,13.67,1.86,0.16
TURRIALBA,abril,2012,,,16.37,11.98,26.54,0.64,0.64,0.66,-999.0,107.09,83.37,20.64,17.15,18.89,27.59,14.21,1.02,0.14
TURRIALBA,mayo,2012,,,16.89,12.0,26.32,0.66,0.66,0.68,-999.0,132.1,86.78,21.44,18.75,20.1,27.95,16.58,0.84,0.13
TURRIALBA,junio,2012,,,16.11,11.84,25.98,0.72,0.73,0.76,-999.0,157.04,89.09,21.24,19.05,20.14,26.95,16.02,0.8,0.14
TURRIALBA,julio,2012,1.05,27.32,14.35,11.87,26.05,0.8,0.82,0.84,-999.0,364.44,91.86,20.47,18.84,19.65,25.4,15.07,1.23,0.11
TURRIALBA,agosto,2012,10.61,252.62,16.57,12.01,26.35,0.94,0.96,0.93,-999.0,235.33,89.87,20.44,18.39,19.41,26.68,14.59,0.78,0.15
TURRIALBA,septiembre,2012,1.6,37.3,16.01,11.9,26.14,0.94,0.96,0.93,-999.0,194.91,89.93,20.19,18.16,19.18,26.22,15.31,0.82,0.14
TURRIALBA,octubre,2012,4.2,99.4,13.93,11.46,25.07,0.92,0.94,0.92,-999.0,178.68,90.96,20.1,18.3,19.2,25.17,15.61,0.83,0.13
TURRIALBA,noviembre,2012,4.2,84.5,12.2,10.63,23.24,0.93,0.95,0.92,-999.0,216.49,92.55,19.88,18.41,19.14,25.09,16.05,1.38,0.15
TURRIALBA,diciembre,2012,,,14.53,10.22,22.44,0.89,0.9,0.88,-999.0,127.09,91.08,19.73,17.96,18.85,25.17,14.78,1.4,0.14
OREAMUNO,enero,2012,51.98,911.2,17.21,10.57,23.59,0.9,0.91,0.89,-999.0,131.89,89.48,18.66,16.58,17.62,23.34,14.89,1.73,0.15
OREAMUNO,febrero,2012,61.97,1200.6,19.37,11.4,25.56,0.77,0.77,0.78,-999.0,39.99,86.77,18.74,16.12,17.43,24.16,13.92,1.62,0.15
OREAMUNO,marzo,2012,121.64,2624.3,18.95,12.05,26.97,0.69,0.69,0.7,-999.0,76.3,84.72,19.56,16.48,18.02,26.94,13.67,1.86,0.16
OREAMUNO,abril,2012,94.01,2020.58,16.37,11.98,26.54,0.64,0.64,0.66,-999.0,107.09,83.37,20.64,17.15,18.89,27.59,14.21,1.02,0.14
OREAMUNO,mayo,2012,54.11,1805.7,16.89,12.0,26.32,0.66,0.66,0.68,-999.0,132.1,86.78,21.44,18.75,20.1,27.95,16.58,0.84,0.13
OREAMUNO,junio,2012,29.93,1316.6,16.11,11.84,25.98,0.72,0.73,0.76,-999.0,157.04,89.09,21.24,19.05,20.14,26.95,16.02,0.8,0.14
OREAMUNO,julio,2012,39.22,968.73,14.35,11.87,26.05,0.8,0.82,0.84,-999.0,364.44,91.86,20.47,18.84,19.65,25.4,15.07,1.23,0.11
OREAMUNO,agosto,2012,82.79,1815.66,16.57,12.01,26.35,0.94,0.96,0.93,-999.0,235.33,89.87,20.44,18.39,19.41,26.68,14.59,0.78,0.15
OREAMUNO,septiembre,2012,55.8,1367.5,16.01,11.9,26.14,0.94,0.96,0.93,-999.0,194.91,89.93,20.19,18.16,19.18,26.22,15.31,0.82,0.14
OREAMUNO,octubre,2012,72.8,1676.7,13.93,11.46,25.07,0.92,0.94,0.92,-999.0,178.68,90.96,20.1,18.3,19.2,25.17,15.61,0.83,0.13
OREAMUNO,noviembre,2012,91.7,2247.2,12.2,10.63,23.24,0.93,0.95,0.92,-999.0,216.49,92.55,19.88,18.41,19.14,25.09,16.05,1.38,0.15
OREAMUNO,diciembre,2012,54.93,1442.6,14.53,10.22,22.44,0.89,0.9,0.88,-999.0,127.09,91.08,19.73,17.96,18.85,25.17,14.78,1.4,0.14
EL GUARCO,enero,2012,,,17.21,10.57,23.59,0.86,0.86,0.87,-999.0,112.94,80.9,20.03,16.42,18.22,24.48,15.51,1.32,0.45
EL GUARCO,febrero,2012,,,19.37,11.4,25.56,0.72,0.71,0.73,-999.0,38.17,75.18,20.55,15.61,18.08,26.93,15.48,1.43,0.48
EL GUARCO,marzo,2012,,,18.95,12.05,26.97,0.67,0.66,0.67,-999.0,71.29,73.34,21.64,16.17,18.91,28.29,16.4,1.66,0.53
EL GUARCO,abril,2012,,,16.37,11.98,26.54,0.65,0.64,0.67,-999.0,107.24,79.8,21.69,17.54,19.61,28.49,17.44,0.86,0.45
EL GUARCO,mayo,2012,,,16.89,12.0,26.32,0.68,0.69,0.73,-999.0,145.04,86.47,21.95,19.27,20.61,27.73,18.37,0.82,0.48
EL GUARCO,junio,2012,,,16.11,11.84,25.98,0.73,0.73,0.78,-999.0,139.51,87.34,21.83,19.34,20.58,27.52,17.96,0.85,0.48
EL GUARCO,julio,2012,,,14.35,11.87,26.05,0.79,0.79,0.84,-999.0,336.3,86.3,21.6,18.97,20.28,26.48,16.21,0.84,0.42
EL GUARCO,agosto,2012,,,16.57,12.01,26.35,0.9,0.92,0.92,-999.0,241.05,87.19,21.28,18.76,20.02,26.41,17.15,0.84,0.47
EL GUARCO,septiembre,2012,,,16.01,11.9,26.14,0.91,0.92,0.92,-999.0,177.5,86.45,21.17,18.52,19.84,26.89,17.19,0.84,0.44
EL GUARCO,octubre,2012,,,13.93,11.46,25.07,0.89,0.9,0.91,-999.0,169.21,89.48,20.78,18.72,19.75,25.6,17.54,1.13,0.55
EL GUARCO,noviembre,2012,,,12.2,10.63,23.24,0.9,0.91,0.92,-999.0,200.02,87.3,21.01,18.62,19.81,25.95,17.27,0.85,0.39
EL GUARCO,diciembre,2012,,,14.53,10.22,22.44,0.85,0.85,0.86,-999.0,109.81,84.17,20.94,17.94,19.44,25.58,16.63,0.9,0.4
CARTAGO,enero,2012,93.77,1570.6,17.21,10.57,23.59,0.9,0.91,0.89,-999.0,131.89,89.48,18.66,16.58,17.62,23.34,14.89,1.73,0.15
CARTAGO,febrero,2012,78.6,3053.0,19.37,11.4,25.56,0.77,0.77,0.78,-999.0,39.99,86.77,18.74,16.12,17.43,24.16,13.92,1.62,0.15
CARTAGO,marzo,2012,54.78,2195.4,18.95,12.05,26.97,0.69,0.69,0.7,-999.0,76.3,84.72,19.56,16.48,18.02,26.94,13.67,1.86,0.16
CARTAGO,abril,2012,18.91,1068.17,16.37,11.98,26.54,0.64,0.64,0.66,-999.0,107.09,83.37,20.64,17.15,18.89,27.59,14.21,1.02,0.14
CARTAGO,mayo,2012,17.68,340.3,16.89,12.0,26.32,0.66,0.66,0.68,-999.0,132.1,86.78,21.44,18.75,20.1,27.95,16.58,0.84,0.13
CARTAGO,junio,2012,11.489999999999998,189.86,16.11,11.84,25.98,0.72,0.73,0.76,-999.0,157.04,89.09,21.24,19.05,20.14,26.95,16.02,0.8,0.14
CARTAGO,julio,2012,21.81,541.21,14.35,11.87,26.05,0.8,0.82,0.84,-999.0,364.44,91.86,20.47,18.84,19.65,25.4,15.07,1.23,0.11
CARTAGO,agosto,2012,73.72,1731.54,16.57,12.01,26.35,0.94,0.96,0.93,-999.0,235.33,89.87,20.44,18.39,19.41,26.68,14.59,0.78,0.15
CARTAGO,septiembre,2012,92.3,1983.8,16.01,11.9,26.14,0.94,0.96,0.93,-999.0,194.91,89.93,20.19,18.16,19.18,26.22,15.31,0.82,0.14
CARTAGO,octubre,2012,49.0,1053.2,13.93,11.46,25.07,0.92,0.94,0.92,-999.0,178.68,90.96,20.1,18.3,19.2,25.17,15.61,0.83,0.13
CARTAGO,noviembre,2012,24.5,558.9,12.2,10.63,23.24,0.93,0.95,0.92,-999.0,216.49,92.55,19.88,18.41,19.14,25.09,16.05,1.38,0.15
CARTAGO,diciembre,2012,23.2,631.9,14.53,10.22,22.44,0.89,0.9,0.88,-999.0,127.09,91.08,19.73,17.96,18.85,25.17,14.78,1.4,0.14
ALVARADO,enero,2012,54.72,892.0,17.21,10.57,23.59,0.9,0.91,0.89,-999.0,131.89,89.48,18.66,16.58,17.62,23.34,14.89,1.73,0.15
ALVARADO,febrero,2012,44.91,1155.6,19.37,11.4,25.56,0.77,0.77,0.78,-999.0,39.99,86.77,18.74,16.12,17.43,24.16,13.92,1.62,0.15
ALVARADO,marzo,2012,11.21,254.8,18.95,12.05,26.97,0.69,0.69,0.7,-999.0,76.3,84.72,19.56,16.48,18.02,26.94,13.67,1.86,0.16
ALVARADO,abril,2012,73.59,2332.7200000000003,16.37,11.98,26.54,0.64,0.64,0.66,-999.0,107.09,83.37,20.64,17.15,18.89,27.59,14.21,1.02,0.14
ALVARADO,mayo,2012,76.84,1760.8,16.89,12.0,26.32,0.66,0.66,0.68,-999.0,132.1,86.78,21.44,18.75,20.1,27.95,16.58,0.84,0.13
ALVARADO,junio,2012,51.39,1409.05,16.11,11.84,25.98,0.72,0.73,0.76,-999.0,157.04,89.09,21.24,19.05,20.14,26.95,16.02,0.8,0.14
ALVARADO,julio,2012,130.28,3275.57,14.35,11.87,26.05,0.8,0.82,0.84,-999.0,364.44,91.86,20.47,18.84,19.65,25.4,15.07,1.23,0.11
ALVARADO,agosto,2012,71.07,2008.41,16.57,12.01,26.35,0.94,0.96,0.93,-999.0,235.33,89.87,20.44,18.39,19.41,26.68,14.59,0.78,0.15
ALVARADO,septiembre,2012,44.5,1038.6,16.01,11.9,26.14,0.94,0.96,0.93,-999.0,194.91,89.93,20.19,18.16,19.18,26.22,15.31,0.82,0.14
ALVARADO,octubre,2012,45.1,1122.6,13.93,11.46,25.07,0.92,0.94,0.92,-999.0,178.68,90.96,20.1,18.3,19.2,25.17,15.61,0.83,0.13
ALVARADO,noviembre,2012,27.7,736.9,12.2,10.63,23.24,0.93,0.95,0.92,-999.0,216.49,92.55,19.88,18.41,19.14,25.09,16.05,1.38,0.15
ALVARADO,diciembre,2012,42.14,1212.0,14.53,10.22,22.44,0.89,0.9,0.88,-999.0,127.09,91.08,19.73,17.96,18.85,25.17,14.78,1.4,0.14
TURRIALBA,enero,2013,17.15,346.1,17.01,10.51,23.34,0.81,0.81,0.81,-999.0,27.06,88.19,19.41,17.1,18.26,24.39,14.57,1.69,0.15
TURRIALBA,febrero,2013,,,18.16,11.26,25.19,0.69,0.69,0.7,-999.0,61.24,85.65,19.27,16.41,17.84,26.18,14.85,1.54,0.14
TURRIALBA,marzo,2013,,,17.22,11.7,26.15,0.67,0.66,0.67,-999.0,118.55,84.4,20.17,17.0,18.58,29.11,14.9,1.64,0.15
TURRIALBA,abril,2013,,,16.97,11.84,26.5,0.67,0.67,0.68,-999.0,127.82,84.37,20.9,17.69,19.29,27.93,15.47,1.29,0.13
TURRIALBA,mayo,2013,,,15.91,11.94,26.35,0.69,0.7,0.73,-999.0,218.25,87.17,20.8,18.12,19.46,28.31,12.33,1.01,0.14
TURRIALBA,junio,2013,,,15.31,11.88,25.96,0.83,0.85,0.87,-999.0,292.85,92.33,20.85,19.32,20.09,25.77,16.19,0.9,0.14
TURRIALBA,julio,2013,1.925,53.95,14.72,11.86,26.06,0.91,0.92,0.9,-999.0,153.93,92.14,20.3,18.72,19.51,24.95,15.37,1.01,0.12
TURRIALBA,agosto,2013,,,15.09,11.97,26.28,0.89,0.9,0.89,-999.0,125.01,90.42,20.29,18.37,19.33,25.94,15.15,0.87,0.14
TURRIALBA,septiembre,2013,8.8,202.9,15.61,11.9,26.08,0.91,0.93,0.91,-999.0,240.19,90.77,20.78,18.93,19.86,26.11,16.45,0.69,0.15
TURRIALBA,octubre,2013,,,14.96,11.4,24.9,0.95,0.97,0.94,-999.0,258.52,92.04,20.18,18.61,19.39,25.44,15.35,0.74,0.14
TURRIALBA,noviembre,2013,5.6,132.5,14.42,10.72,23.44,0.94,0.96,0.93,-999.0,248.8,90.96,19.94,18.12,19.03,25.49,14.06,0.99,0.14
TURRIALBA,diciembre,2013,6.37,104.0986,16.77,10.28,22.69,0.91,0.93,0.91,-999.0,121.14,90.61,19.41,17.53,18.47,24.51,13.58,1.37,0.15
OREAMUNO,enero,2013,36.38,839.9,17.01,10.51,23.34,0.81,0.81,0.81,-999.0,27.06,88.19,19.41,17.1,18.26,24.39,14.57,1.69,0.15
OREAMUNO,febrero,2013,49.69,1128.3,18.16,11.26,25.19,0.69,0.69,0.7,-999.0,61.24,85.65,19.27,16.41,17.84,26.18,14.85,1.54,0.14
OREAMUNO,marzo,2013,71.75,1702.0,17.22,11.7,26.15,0.67,0.66,0.67,-999.0,118.55,84.4,20.17,17.0,18.58,29.11,14.9,1.64,0.15
OREAMUNO,abril,2013,54.43,1401.8,16.97,11.84,26.5,0.67,0.67,0.68,-999.0,127.82,84.37,20.9,17.69,19.29,27.93,15.47,1.29,0.13
OREAMUNO,mayo,2013,61.95,1512.99,15.91,11.94,26.35,0.69,0.7,0.73,-999.0,218.25,87.17,20.8,18.12,19.46,28.31,12.33,1.01,0.14
OREAMUNO,junio,2013,12.6,231.0,15.31,11.88,25.96,0.83,0.85,0.87,-999.0,292.85,92.33,20.85,19.32,20.09,25.77,16.19,0.9,0.14
OREAMUNO,julio,2013,13.125,485.98,14.72,11.86,26.06,0.91,0.92,0.9,-999.0,153.93,92.14,20.3,18.72,19.51,24.95,15.37,1.01,0.12
OREAMUNO,agosto,2013,55.85,1408.59,15.09,11.97,26.28,0.89,0.9,0.89,-999.0,125.01,90.42,20.29,18.37,19.33,25.94,15.15,0.87,0.14
OREAMUNO,septiembre,2013,18.6,488.0,15.61,11.9,26.08,0.91,0.93,0.91,-999.0,240.19,90.77,20.78,18.93,19.86,26.11,16.45,0.69,0.15
OREAMUNO,octubre,2013,74.9,1682.0,14.96,11.4,24.9,0.95,0.97,0.94,-999.0,258.52,92.04,20.18,18.61,19.39,25.44,15.35,0.74,0.14
OREAMUNO,noviembre,2013,34.8,654.64,14.42,10.72,23.44,0.94,0.96,0.93,-999.0,248.8,90.96,19.94,18.12,19.03,25.49,14.06,0.99,0.14
OREAMUNO,diciembre,2013,68.85,1503.13,16.77,10.28,22.69,0.91,0.93,0.91,-999.0,121.14,90.61,19.41,17.53,18.47,24.51,13.58,1.37,0.15
EL GUARCO,enero,2013,,,17.01,10.51,23.34,0.76,0.76,0.76,-999.0,23.91,77.73,21.09,16.79,18.94,27.26,15.75,1.37,0.44
EL GUARCO,febrero,2013,,,18.16,11.26,25.19,0.67,0.66,0.67,-999.0,60.17,73.85,21.23,15.91,18.57,27.82,16.34,1.21,0.44
EL GUARCO,marzo,2013,,,17.22,11.7,26.15,0.66,0.65,0.67,-999.0,111.93,76.05,21.9,17.04,19.47,28.83,16.61,1.45,0.49
EL GUARCO,abril,2013,,,16.97,11.84,26.5,0.67,0.67,0.7,-999.0,127.69,78.7,22.24,17.93,20.08,28.69,16.82,0.86,0.42
EL GUARCO,mayo,2013,,,15.91,11.94,26.35,0.7,0.7,0.75,-999.0,198.88,84.1,21.65,18.39,20.02,27.87,14.9,0.94,0.49
EL GUARCO,junio,2013,1.4,31.51,15.31,11.88,25.96,0.81,0.82,0.86,-999.0,259.6,89.83,21.52,19.56,20.54,26.0,18.01,0.89,0.51
EL GUARCO,julio,2013,0.175,3.735,14.72,11.86,26.06,0.86,0.87,0.89,-999.0,149.05,87.9,21.12,18.8,19.96,26.17,16.54,0.7,0.41
EL GUARCO,agosto,2013,,,15.09,11.97,26.28,0.85,0.86,0.87,-999.0,110.64,88.17,21.06,18.75,19.91,26.14,16.72,0.9,0.47
EL GUARCO,septiembre,2013,5.8,95.6,15.61,11.9,26.08,0.87,0.88,0.9,-999.0,208.74,90.34,21.26,19.37,20.31,26.17,18.09,0.99,0.53
EL GUARCO,octubre,2013,0.9,18.6,14.96,11.4,24.9,0.92,0.93,0.94,-999.0,227.07,90.96,20.91,19.14,20.02,25.88,16.45,0.89,0.5
EL GUARCO,noviembre,2013,,,14.42,10.72,23.44,0.91,0.93,0.93,-999.0,227.24,88.75,20.69,18.51,19.6,25.35,16.79,0.86,0.46
EL GUARCO,diciembre,2013,14.0,498.0,16.77,10.28,22.69,0.87,0.88,0.88,-999.0,100.28,83.5,20.63,17.49,19.06,25.61,15.65,0.96,0.43
CARTAGO,enero,2013,73.42,1650.9,17.01,10.51,23.34,0.81,0.81,0.81,-999.0,27.06,88.19,19.41,17.1,18.26,24.39,14.57,1.69,0.15
CARTAGO,febrero,2013,46.3,1120.4,18.16,11.26,25.19,0.69,0.69,0.7,-999.0,61.24,85.65,19.27,16.41,17.84,26.18,14.85,1.54,0.14
CARTAGO,marzo,2013,27.87,690.0,17.22,11.7,26.15,0.67,0.66,0.67,-999.0,118.55,84.4,20.17,17.0,18.58,29.11,14.9,1.64,0.15
CARTAGO,abril,2013,35.39,896.5999999999999,16.97,11.84,26.5,0.67,0.67,0.68,-999.0,127.82,84.37,20.9,17.69,19.29,27.93,15.47,1.29,0.13
CARTAGO,mayo,2013,45.24,1099.1,15.91,11.94,26.35,0.69,0.7,0.73,-999.0,218.25,87.17,20.8,18.12,19.46,28.31,12.33,1.01,0.14
CARTAGO,junio,2013,38.15,872.3,15.31,11.88,25.96,0.83,0.85,0.87,-999.0,292.85,92.33,20.85,19.32,20.09,25.77,16.19,0.9,0.14
CARTAGO,julio,2013,6.65,597.4300000000001,14.72,11.86,26.06,0.91,0.92,0.9,-999.0,153.93,92.14,20.3,18.72,19.51,24.95,15.37,1.01,0.12
CARTAGO,agosto,2013,65.7,1525.9,15.09,11.97,26.28,0.89,0.9,0.89,-999.0,125.01,90.42,20.29,18.37,19.33,25.94,15.15,0.87,0.14
CARTAGO,septiembre,2013,100.5,2285.6,15.61,11.9,26.08,0.91,0.93,0.91,-999.0,240.19,90.77,20.78,18.93,19.86,26.11,16.45,0.69,0.15
CARTAGO,octubre,2013,35.2,834.35,14.96,11.4,24.9,0.95,0.97,0.94,-999.0,258.52,92.04,20.18,18.61,19.39,25.44,15.35,0.74,0.14
CARTAGO,noviembre,2013,19.75,374.9525,14.42,10.72,23.44,0.94,0.96,0.93,-999.0,248.8,90.96,19.94,18.12,19.03,25.49,14.06,0.99,0.14
CARTAGO,diciembre,2013,61.7,1084.6025,16.77,10.28,22.69,0.91,0.93,0.91,-999.0,121.14,90.61,19.41,17.53,18.47,24.51,13.58,1.37,0.15
ALVARADO,enero,2013,64.45,1454.1,17.01,10.51,23.34,0.81,0.81,0.81,-999.0,27.06,88.19,19.41,17.1,18.26,24.39,14.57,1.69,0.15
ALVARADO,febrero,2013,59.27,1504.3,18.16,11.26,25.19,0.69,0.69,0.7,-999.0,61.24,85.65,19.27,16.41,17.84,26.18,14.85,1.54,0.14
ALVARADO,marzo,2013,6.13,188.4,17.22,11.7,26.15,0.67,0.66,0.67,-999.0,118.55,84.4,20.17,17.0,18.58,29.11,14.9,1.64,0.15
ALVARADO,abril,2013,,,16.97,11.84,26.5,0.67,0.67,0.68,-999.0,127.82,84.37,20.9,17.69,19.29,27.93,15.47,1.29,0.13
ALVARADO,mayo,2013,6.65,190.94,15.91,11.94,26.35,0.69,0.7,0.73,-999.0,218.25,87.17,20.8,18.12,19.46,28.31,12.33,1.01,0.14
ALVARADO,junio,2013,11.2,314.6,15.31,11.88,25.96,0.83,0.85,0.87,-999.0,292.85,92.33,20.85,19.32,20.09,25.77,16.19,0.9,0.14
ALVARADO,julio,2013,20.888,444.14,14.72,11.86,26.06,0.91,0.92,0.9,-999.0,153.93,92.14,20.3,18.72,19.51,24.95,15.37,1.01,0.12
ALVARADO,agosto,2013,82.54,2276.73,15.09,11.97,26.28,0.89,0.9,0.89,-999.0,125.01,90.42,20.29,18.37,19.33,25.94,15.15,0.87,0.14
ALVARADO,septiembre,2013,47.1,1300.5,15.61,11.9,26.08,0.91,0.93,0.91,-999.0,240.19,90.77,20.78,18.93,19.86,26.11,16.45,0.69,0.15
ALVARADO,octubre,2013,57.74,1539.1078,14.96,11.4,24.9,0.95,0.97,0.94,-999.0,258.52,92.04,20.18,18.61,19.39,25.44,15.35,0.74,0.14
ALVARADO,noviembre,2013,47.13,1060.4406,14.42,10.72,23.44,0.94,0.96,0.93,-999.0,248.8,90.96,19.94,18.12,19.03,25.49,14.06,0.99,0.14
ALVARADO,diciembre,2013,67.46000000000001,1171.5367,16.77,10.28,22.69,0.91,0.93,0.91,-999.0,121.14,90.61,19.41,17.53,18.47,24.51,13.58,1.37,0.15
TURRIALBA,enero,2014,11.8,249.0,16.68,10.54,23.39,0.83,0.84,0.84,-999.0,72.26,89.43,19.0,16.93,17.97,23.97,14.38,1.59,0.15
TURRIALBA,febrero,2014,17.0,332.0,19.05,11.25,25.22,0.73,0.73,0.74,-999.0,51.07,86.58,19.01,16.34,17.67,26.07,14.15,1.53,0.16
TURRIALBA,marzo,2014,,,19.73,11.81,26.58,0.63,0.63,0.63,-999.0,35.95,80.87,20.09,16.11,18.1,27.14,14.74,1.44,0.14
TURRIALBA,abril,2014,5.424999999999999,199.2,16.52,11.91,26.59,0.63,0.64,0.66,-999.0,193.9,85.09,20.87,17.82,19.35,29.0,15.57,1.48,0.14
TURRIALBA,mayo,2014,4.55,124.5,16.18,11.91,26.22,0.72,0.73,0.75,-999.0,174.32,86.87,21.16,18.5,19.83,27.37,15.67,1.18,0.14
TURRIALBA,junio,2014,5.249999999999999,149.4,15.58,11.81,25.8,0.79,0.81,0.83,-999.0,245.07,91.54,21.04,19.36,20.2,26.5,15.62,1.07,0.12
TURRIALBA,julio,2014,5.6,142.76,14.55,11.82,25.93,0.92,0.94,0.92,-999.0,417.3,93.13,20.65,19.3,19.98,25.46,17.23,1.39,0.12
TURRIALBA,agosto,2014,13.0,328.0,15.47,11.96,26.28,0.96,0.98,0.95,-999.0,300.88,91.03,20.28,18.49,19.39,26.07,15.34,0.95,0.13
TURRIALBA,septiembre,2014,13.0,328.0,16.22,11.99,26.23,0.97,0.99,0.96,-999.0,320.25,91.19,20.35,18.6,19.47,25.26,15.44,0.79,0.14
TURRIALBA,octubre,2014,2.17,51.46,14.5,11.47,25.03,0.97,0.99,0.96,-999.0,292.31,92.34,20.38,18.85,19.61,25.85,16.01,0.72,0.14
TURRIALBA,noviembre,2014,12.95,298.159,14.06,10.69,23.36,0.96,0.98,0.95,-999.0,228.08,93.04,19.98,18.58,19.28,25.58,15.46,1.16,0.13
TURRIALBA,diciembre,2014,19.25,471.855,13.34,10.16,22.32,0.96,0.98,0.95,-999.0,315.63,92.94,19.53,18.15,18.84,24.86,13.97,1.41,0.15
OREAMUNO,enero,2014,71.5,893.1,16.68,10.54,23.39,0.83,0.84,0.84,-999.0,72.26,89.43,19.0,16.93,17.97,23.97,14.38,1.59,0.15
OREAMUNO,febrero,2014,131.3,1539.2,19.05,11.25,25.22,0.73,0.73,0.74,-999.0,51.07,86.58,19.01,16.34,17.67,26.07,14.15,1.53,0.16
OREAMUNO,marzo,2014,127.65,2942.6925,19.73,11.81,26.58,0.63,0.63,0.63,-999.0,35.95,80.87,20.09,16.11,18.1,27.14,14.74,1.44,0.14
OREAMUNO,abril,2014,72.035,1052.9,16.52,11.91,26.59,0.63,0.64,0.66,-999.0,193.9,85.09,20.87,17.82,19.35,29.0,15.57,1.48,0.14
OREAMUNO,mayo,2014,63.7,1061.6,16.18,11.91,26.22,0.72,0.73,0.75,-999.0,174.32,86.87,21.16,18.5,19.83,27.37,15.67,1.18,0.14
OREAMUNO,junio,2014,39.89999999999999,1215.4,15.58,11.81,25.8,0.79,0.81,0.83,-999.0,245.07,91.54,21.04,19.36,20.2,26.5,15.62,1.07,0.12
OREAMUNO,julio,2014,30.8,761.7325000000001,14.55,11.82,25.93,0.92,0.94,0.92,-999.0,417.3,93.13,20.65,19.3,19.98,25.46,17.23,1.39,0.12
OREAMUNO,agosto,2014,89.5,2049.49,15.47,11.96,26.28,0.96,0.98,0.95,-999.0,300.88,91.03,20.28,18.49,19.39,26.07,15.34,0.95,0.13
OREAMUNO,septiembre,2014,95.0,2000.0,16.22,11.99,26.23,0.97,0.99,0.96,-999.0,320.25,91.19,20.35,18.6,19.47,25.26,15.44,0.79,0.14
OREAMUNO,octubre,2014,90.45,2003.82,14.5,11.47,25.03,0.97,0.99,0.96,-999.0,292.31,92.34,20.38,18.85,19.61,25.85,16.01,0.72,0.14
OREAMUNO,noviembre,2014,144.905,3840.825,14.06,10.69,23.36,0.96,0.98,0.95,-999.0,228.08,93.04,19.98,18.58,19.28,25.58,15.46,1.16,0.13
OREAMUNO,diciembre,2014,114.8,2954.8,13.34,10.16,22.32,0.96,0.98,0.95,-999.0,315.63,92.94,19.53,18.15,18.84,24.86,13.97,1.41,0.15
EL GUARCO,enero,2014,,,16.68,10.54,23.39,0.78,0.77,0.79,-999.0,68.09,79.55,20.69,16.74,18.72,25.97,15.72,1.27,0.45
EL GUARCO,febrero,2014,,,19.05,11.25,25.22,0.69,0.68,0.69,-999.0,47.96,75.16,21.01,15.96,18.48,27.76,15.39,1.28,0.48
EL GUARCO,marzo,2014,,,19.73,11.81,26.58,0.63,0.62,0.62,-999.0,38.58,72.66,21.94,16.15,19.05,29.02,16.39,1.1,0.47
EL GUARCO,abril,2014,,,16.52,11.91,26.59,0.64,0.65,0.68,-999.0,197.54,78.56,22.33,17.92,20.13,29.44,16.66,1.06,0.46
EL GUARCO,mayo,2014,,,16.18,11.91,26.22,0.74,0.75,0.8,-999.0,180.36,85.44,21.95,19.05,20.5,27.31,17.56,0.77,0.45
EL GUARCO,junio,2014,,,15.58,11.81,25.8,0.81,0.81,0.86,-999.0,217.93,88.39,21.96,19.73,20.84,26.97,17.67,0.71,0.41
EL GUARCO,julio,2014,,,14.55,11.82,25.93,0.9,0.91,0.92,-999.0,392.14,87.99,21.86,19.58,20.72,26.71,18.64,0.9,0.38
EL GUARCO,agosto,2014,,,15.47,11.96,26.28,0.94,0.95,0.94,-999.0,284.19,87.75,21.23,18.87,20.05,26.29,17.43,0.75,0.44
EL GUARCO,septiembre,2014,,,16.22,11.99,26.23,0.96,0.98,0.95,-999.0,288.85,89.83,21.11,19.12,20.12,25.67,17.26,0.87,0.49
